window,split,year,label,is_hod,is_lod,hod_or_lod,xor
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2010,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2010,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2010,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2010,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2010,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2011,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2011,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2011,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2011,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2011,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2012,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2012,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2012,HOD_ONLY,True,False,True,True
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,LOD_ONLY,False,True,True,True
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,LOD_ONLY,False,True,True,True
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,HOD_ONLY,True,False,True,True
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,LOD_ONLY,False,True,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,HOD_ONLY,True,False,True,True
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
CTRL_1000_1030,Discovery,2012,NEITHER,False,False,False,False
W_0830_0900,Discovery,2012,NEITHER,False,False,False,False
CTRL_0900_0930,Discovery,2012,NEITHER,False,False,False,False
