condition,regime,T_offset,horizon,frac,split,n,n_unc,rate,p_resolve,unc_p_resolve,delta,mean_t_resolve_if_hit,mean_max_exc_onr
UNCONDITIONAL,OTHER,5,20,0.15,OOS,412,412,1.0,0.9830097087378641,0.9830097087378641,0.0,3.74320987654321,0.5295027224224316
UNCONDITIONAL,OTHER,5,30,0.15,OOS,412,412,1.0,0.9902912621359223,0.9902912621359223,0.0,3.8995098039215685,0.6562054771297461
UNCONDITIONAL,OTHER,5,45,0.15,OOS,412,412,1.0,0.9951456310679612,0.9951456310679612,0.0,4.0634146341463415,0.7516417962735615
UNCONDITIONAL,OTHER,5,10,0.25,OOS,412,412,1.0,0.6674757281553398,0.6674757281553398,0.0,4.781818181818182,0.3689926175145248
UNCONDITIONAL,OTHER,5,15,0.25,OOS,412,412,1.0,0.7815533980582524,0.7815533980582524,0.0,5.956521739130435,0.46111622683329867
UNCONDITIONAL,OTHER,5,20,0.25,OOS,412,412,1.0,0.8519417475728155,0.8519417475728155,0.0,6.931623931623932,0.5295027224224316
UNCONDITIONAL,OTHER,5,30,0.25,OOS,412,412,1.0,0.9029126213592233,0.9029126213592233,0.0,7.922043010752688,0.6562054771297461
UNCONDITIONAL,OTHER,5,45,0.25,OOS,412,412,1.0,0.9344660194174758,0.9344660194174758,0.0,8.92987012987013,0.7516417962735615
UNCONDITIONAL,OTHER,5,10,0.35,OOS,412,412,1.0,0.4320388349514563,0.4320388349514563,0.0,5.932584269662922,0.3689926175145248
UNCONDITIONAL,OTHER,5,15,0.35,OOS,412,412,1.0,0.5995145631067961,0.5995145631067961,0.0,7.870445344129554,0.46111622683329867
UNCONDITIONAL,OTHER,5,20,0.35,OOS,412,412,1.0,0.6966019417475728,0.6966019417475728,0.0,9.275261324041812,0.5295027224224316
UNCONDITIONAL,OTHER,5,30,0.35,OOS,412,412,1.0,0.8106796116504854,0.8106796116504854,0.0,11.505988023952096,0.6562054771297461
UNCONDITIONAL,OTHER,5,45,0.35,OOS,412,412,1.0,0.8616504854368932,0.8616504854368932,0.0,12.985915492957746,0.7516417962735615
UNCONDITIONAL,OTHER,5,10,0.15,ALL,3600,3600,1.0,0.9305555555555556,0.9305555555555556,0.0,2.8847761194029853,0.3951228175424969
UNCONDITIONAL,OTHER,5,15,0.15,ALL,3600,3600,1.0,0.9675,0.9675,0.0,3.2604076945162217,0.4803621031550849
UNCONDITIONAL,OTHER,5,20,0.15,ALL,3600,3600,1.0,0.9819444444444444,0.9819444444444444,0.0,3.4712871287128713,0.5383101017433074
UNCONDITIONAL,OTHER,5,30,0.15,ALL,3600,3600,1.0,0.99,0.99,0.0,3.6408529741863074,0.6499934813592959
UNCONDITIONAL,OTHER,5,45,0.15,ALL,3600,3600,1.0,0.995,0.995,0.0,3.812953657174763,0.7585204891444998
UNCONDITIONAL,OTHER,5,10,0.25,ALL,3600,3600,1.0,0.7058333333333333,0.7058333333333333,0.0,4.460448642266824,0.3951228175424969
UNCONDITIONAL,OTHER,5,15,0.25,ALL,3600,3600,1.0,0.8147222222222222,0.8147222222222222,0.0,5.5802932151380835,0.4803621031550849
UNCONDITIONAL,OTHER,5,20,0.25,ALL,3600,3600,1.0,0.8663888888888889,0.8663888888888889,0.0,6.303622956075666,0.5383101017433074
UNCONDITIONAL,OTHER,5,30,0.25,ALL,3600,3600,1.0,0.9211111111111111,0.9211111111111111,0.0,7.404402895054282,0.6499934813592959
UNCONDITIONAL,OTHER,5,45,0.25,ALL,3600,3600,1.0,0.955,0.955,0.0,8.458406050029087,0.7585204891444998
UNCONDITIONAL,OTHER,5,10,0.35,ALL,3600,3600,1.0,0.4797222222222222,0.4797222222222222,0.0,5.346844238563984,0.3951228175424969
UNCONDITIONAL,OTHER,5,15,0.35,ALL,3600,3600,1.0,0.6222222222222222,0.6222222222222222,0.0,7.085714285714285,0.4803621031550849
UNCONDITIONAL,OTHER,5,20,0.35,ALL,3600,3600,1.0,0.6944444444444444,0.6944444444444444,0.0,8.2084,0.5383101017433074
UNCONDITIONAL,OTHER,5,30,0.35,ALL,3600,3600,1.0,0.8016666666666666,0.8016666666666666,0.0,10.478170478170478,0.6499934813592959
UNCONDITIONAL,OTHER,5,45,0.35,ALL,3600,3600,1.0,0.8716666666666667,0.8716666666666667,0.0,12.62874442319949,0.7585204891444998
vol_expansion_high,HIGH,5,10,0.15,IS,821,2414,0.34009942004971,0.9926918392204629,0.9345484672742337,0.058143371946229205,1.9595092024539877,0.5453640202021661
vol_expansion_high,HIGH,5,15,0.15,IS,821,2414,0.34009942004971,0.997563946406821,0.9705882352941176,0.02697571111270336,2.010989010989011,0.6587866250125934
vol_expansion_high,HIGH,5,20,0.15,IS,821,2414,0.34009942004971,0.9987819732034104,0.9842584921292461,0.014523481074164346,2.0317073170731708,0.73000550163407
vol_expansion_high,HIGH,5,30,0.15,IS,821,2414,0.34009942004971,1.0,0.9904722452361227,0.00952775476387735,2.056029232643118,0.865653663484997
vol_expansion_high,HIGH,5,45,0.15,IS,821,2414,0.34009942004971,1.0,0.9950289975144988,0.004971002485501197,2.056029232643118,1.0102453965125477
vol_expansion_high,HIGH,5,10,0.25,IS,821,2414,0.34009942004971,0.9037758830694276,0.7212096106048053,0.18256627246462231,3.486522911051213,0.5453640202021661
vol_expansion_high,HIGH,5,15,0.25,IS,821,2414,0.34009942004971,0.9561510353227771,0.8256006628003314,0.13055037252244572,3.9821656050955414,0.6587866250125934
vol_expansion_high,HIGH,5,20,0.25,IS,821,2414,0.34009942004971,0.976857490864799,0.8736536868268434,0.1032038040379556,4.271820448877805,0.73000550163407
vol_expansion_high,HIGH,5,30,0.25,IS,821,2414,0.34009942004971,0.9914738124238733,0.9254349627174814,0.06603884970639196,4.583538083538084,0.865653663484997
vol_expansion_high,HIGH,5,45,0.25,IS,821,2414,0.34009942004971,0.9963459196102314,0.9581607290803645,0.03818519052986691,4.74083129584352,1.0102453965125477
vol_expansion_high,HIGH,5,10,0.35,IS,821,2414,0.34009942004971,0.7125456760048721,0.49502899751449875,0.21751667849037332,4.430769230769231,0.5453640202021661
vol_expansion_high,HIGH,5,15,0.35,IS,821,2414,0.34009942004971,0.8294762484774665,0.6338028169014085,0.195673431576058,5.572687224669603,0.6587866250125934
vol_expansion_high,HIGH,5,20,0.35,IS,821,2414,0.34009942004971,0.876979293544458,0.7058823529411765,0.1710969406032815,6.2444444444444445,0.73000550163407
vol_expansion_high,HIGH,5,30,0.35,IS,821,2414,0.34009942004971,0.9415347137637028,0.8065451532725766,0.1349895604911262,7.523932729624838,0.865653663484997
vol_expansion_high,HIGH,5,45,0.35,IS,821,2414,0.34009942004971,0.976857490864799,0.8769676884838442,0.0998898023809548,8.598503740648379,1.0102453965125477
vol_expansion_high,HIGH,5,10,0.15,Validation,218,774,0.28165374677002586,0.9908256880733946,0.9186046511627907,0.07222103691060389,2.1018518518518516,0.4936618357056978
vol_expansion_high,HIGH,5,15,0.15,Validation,218,774,0.28165374677002586,0.9954128440366973,0.958656330749354,0.036756513287343306,2.161290322580645,0.6055929744224745
vol_expansion_high,HIGH,5,20,0.15,Validation,218,774,0.28165374677002586,1.0,0.9741602067183462,0.025839793281653756,2.238532110091743,0.6814425397118071
vol_expansion_high,HIGH,5,30,0.15,Validation,218,774,0.28165374677002586,1.0,0.9883720930232558,0.011627906976744207,2.238532110091743,0.8355613305880322
vol_expansion_high,HIGH,5,45,0.15,Validation,218,774,0.28165374677002586,1.0,0.9948320413436692,0.0051679586563307955,2.238532110091743,0.9807125520912652
vol_expansion_high,HIGH,5,10,0.25,Validation,218,774,0.28165374677002586,0.9036697247706422,0.6782945736434108,0.2253751511272314,3.8426395939086295,0.4936618357056978
vol_expansion_high,HIGH,5,15,0.25,Validation,218,774,0.28165374677002586,0.944954128440367,0.7984496124031008,0.14650451603726622,4.266990291262136,0.6055929744224745
vol_expansion_high,HIGH,5,20,0.25,Validation,218,774,0.28165374677002586,0.9724770642201835,0.851421188630491,0.12105587558969255,4.660377358490566,0.6814425397118071
vol_expansion_high,HIGH,5,30,0.25,Validation,218,774,0.28165374677002586,1.0,0.917312661498708,0.08268733850129195,5.18348623853211,0.8355613305880322
vol_expansion_high,HIGH,5,45,0.25,Validation,218,774,0.28165374677002586,1.0,0.9560723514211886,0.043927648578811374,5.18348623853211,0.9807125520912652
vol_expansion_high,HIGH,5,10,0.35,Validation,218,774,0.28165374677002586,0.7293577981651376,0.4573643410852713,0.2719934570798663,5.138364779874214,0.4936618357056978
vol_expansion_high,HIGH,5,15,0.35,Validation,218,774,0.28165374677002586,0.8577981651376146,0.5981912144702842,0.2596069506673304,6.32620320855615,0.6055929744224745
vol_expansion_high,HIGH,5,20,0.35,Validation,218,774,0.28165374677002586,0.8944954128440367,0.6576227390180879,0.2368726738259488,6.815384615384615,0.6814425397118071
vol_expansion_high,HIGH,5,30,0.35,Validation,218,774,0.28165374677002586,0.9587155963302753,0.7816537467700259,0.1770618495602494,8.038277511961722,0.8355613305880322
vol_expansion_high,HIGH,5,45,0.35,Validation,218,774,0.28165374677002586,0.981651376146789,0.8604651162790697,0.12118625986771925,8.75233644859813,0.9807125520912652
vol_expansion_high,HIGH,5,10,0.15,OOS,121,412,0.2936893203883495,1.0,0.9296116504854369,0.07038834951456308,1.975206611570248,0.5070697074267643
vol_expansion_high,HIGH,5,15,0.15,OOS,121,412,0.2936893203883495,1.0,0.9660194174757282,0.03398058252427183,1.975206611570248,0.6468643332572309
vol_expansion_high,HIGH,5,20,0.15,OOS,121,412,0.2936893203883495,1.0,0.9830097087378641,0.016990291262135915,1.975206611570248,0.765170457615982
vol_expansion_high,HIGH,5,30,0.15,OOS,121,412,0.2936893203883495,1.0,0.9902912621359223,0.009708737864077666,1.975206611570248,0.9655394652487055
vol_expansion_high,HIGH,5,45,0.15,OOS,121,412,0.2936893203883495,1.0,0.9951456310679612,0.004854368932038833,1.975206611570248,1.0965979121637113
vol_expansion_high,HIGH,5,10,0.25,OOS,121,412,0.2936893203883495,0.8842975206611571,0.6674757281553398,0.21682179250581723,3.869158878504673,0.5070697074267643
vol_expansion_high,HIGH,5,15,0.25,OOS,121,412,0.2936893203883495,0.9338842975206612,0.7815533980582524,0.15233089946240874,4.407079646017699,0.6468643332572309
vol_expansion_high,HIGH,5,20,0.25,OOS,121,412,0.2936893203883495,0.9504132231404959,0.8519417475728155,0.09847147556768043,4.678260869565217,0.765170457615982
vol_expansion_high,HIGH,5,30,0.25,OOS,121,412,0.2936893203883495,0.9669421487603306,0.9029126213592233,0.06402952740110723,5.0,0.9655394652487055
vol_expansion_high,HIGH,5,45,0.25,OOS,121,412,0.2936893203883495,0.9917355371900827,0.9344660194174758,0.057269517772606915,5.775,1.0965979121637113
vol_expansion_high,HIGH,5,10,0.35,OOS,121,412,0.2936893203883495,0.6859504132231405,0.4320388349514563,0.25391157827168426,5.530120481927711,0.5070697074267643
vol_expansion_high,HIGH,5,15,0.35,OOS,121,412,0.2936893203883495,0.8429752066115702,0.5995145631067961,0.24346064350477414,6.8431372549019605,0.6468643332572309
vol_expansion_high,HIGH,5,20,0.35,OOS,121,412,0.2936893203883495,0.9008264462809917,0.6966019417475728,0.2042245045334189,7.495412844036697,0.765170457615982
vol_expansion_high,HIGH,5,30,0.35,OOS,121,412,0.2936893203883495,0.9421487603305785,0.8106796116504854,0.13146914868009307,8.298245614035087,0.9655394652487055
vol_expansion_high,HIGH,5,45,0.35,OOS,121,412,0.2936893203883495,0.9752066115702479,0.8616504854368932,0.11355612613335475,9.177966101694915,1.0965979121637113
vol_expansion_high,HIGH,5,10,0.15,ALL,1160,3600,0.32222222222222224,0.993103448275862,0.9305555555555556,0.06254789272030647,1.9878472222222223,0.5316530822141887
vol_expansion_high,HIGH,5,15,0.15,ALL,1160,3600,0.32222222222222224,0.9974137931034482,0.9675,0.029913793103448216,2.035436473638721,0.6475462688651411
vol_expansion_high,HIGH,5,20,0.15,ALL,1160,3600,0.32222222222222224,0.9991379310344828,0.9819444444444444,0.017193486590038387,2.0647109577221743,0.7245470826467926
vol_expansion_high,HIGH,5,30,0.15,ALL,1160,3600,0.32222222222222224,1.0,0.99,0.010000000000000009,2.081896551724138,0.8704175026590231
vol_expansion_high,HIGH,5,45,0.15,ALL,1160,3600,0.32222222222222224,1.0,0.995,0.0050000000000000044,2.081896551724138,1.0137027191935402
vol_expansion_high,HIGH,5,10,0.25,ALL,1160,3600,0.32222222222222224,0.9017241379310345,0.7058333333333333,0.19589080459770114,3.592734225621415,0.5316530822141887
vol_expansion_high,HIGH,5,15,0.25,ALL,1160,3600,0.32222222222222224,0.9517241379310345,0.8147222222222222,0.13700191570881226,4.078804347826087,0.6475462688651411
vol_expansion_high,HIGH,5,20,0.25,ALL,1160,3600,0.32222222222222224,0.9732758620689655,0.8663888888888889,0.10688697318007667,4.386182462356067,0.7245470826467926
vol_expansion_high,HIGH,5,30,0.25,ALL,1160,3600,0.32222222222222224,0.9905172413793103,0.9211111111111111,0.0694061302681992,4.739773716275022,0.8704175026590231
vol_expansion_high,HIGH,5,45,0.25,ALL,1160,3600,0.32222222222222224,0.996551724137931,0.955,0.04155172413793107,4.931660899653979,1.0137027191935402
vol_expansion_high,HIGH,5,10,0.35,ALL,1160,3600,0.32222222222222224,0.7129310344827586,0.4797222222222222,0.2332088122605364,4.677146311970979,0.5316530822141887
vol_expansion_high,HIGH,5,15,0.35,ALL,1160,3600,0.32222222222222224,0.8362068965517241,0.6222222222222222,0.21398467432950186,5.851546391752577,0.6475462688651411
vol_expansion_high,HIGH,5,20,0.35,ALL,1160,3600,0.32222222222222224,0.8827586206896552,0.6944444444444444,0.18831417624521074,6.486328125,0.7245470826467926
vol_expansion_high,HIGH,5,30,0.35,ALL,1160,3600,0.32222222222222224,0.9448275862068966,0.8016666666666666,0.14316091954022991,7.702554744525547,0.8704175026590231
vol_expansion_high,HIGH,5,45,0.35,ALL,1160,3600,0.32222222222222224,0.9775862068965517,0.8716666666666667,0.10591954022988503,8.687830687830688,1.0137027191935402
vol_expansion_low,LOW,5,10,0.15,IS,797,2414,0.33015741507870755,0.8406524466750314,0.9345484672742337,-0.09389602059920232,3.9044776119402984,0.2793460719559569
vol_expansion_low,LOW,5,15,0.15,IS,797,2414,0.33015741507870755,0.9272271016311167,0.9705882352941176,-0.043361133663000984,4.7280108254397835,0.3356089801044896
vol_expansion_low,LOW,5,20,0.15,IS,797,2414,0.33015741507870755,0.9598494353826851,0.9842584921292461,-0.02440905674656102,5.162091503267974,0.37661689614886035
vol_expansion_low,LOW,5,30,0.15,IS,797,2414,0.33015741507870755,0.9761606022584692,0.9904722452361227,-0.014311642977653416,5.474293059125964,0.4552318573582297
vol_expansion_low,LOW,5,45,0.15,IS,797,2414,0.33015741507870755,0.986198243412798,0.9950289975144988,-0.008830754101700755,5.818066157760814,0.5335605764606964
vol_expansion_low,LOW,5,10,0.25,IS,797,2414,0.33015741507870755,0.4918444165621079,0.7212096106048053,-0.22936519404269734,5.436224489795919,0.2793460719559569
vol_expansion_low,LOW,5,15,0.25,IS,797,2414,0.33015741507870755,0.6474278544542033,0.8256006628003314,-0.17817280834612814,7.22093023255814,0.3356089801044896
vol_expansion_low,LOW,5,20,0.25,IS,797,2414,0.33015741507870755,0.7239648682559598,0.8736536868268434,-0.14968881857088356,8.33795493934142,0.37661689614886035
vol_expansion_low,LOW,5,30,0.25,IS,797,2414,0.33015741507870755,0.8193224592220828,0.9254349627174814,-0.10611250349539858,10.267993874425727,0.4552318573582297
vol_expansion_low,LOW,5,45,0.25,IS,797,2414,0.33015741507870755,0.8920953575909661,0.9581607290803645,-0.0660653714893984,12.452883263009845,0.5335605764606964
vol_expansion_low,LOW,5,10,0.35,IS,797,2414,0.33015741507870755,0.25094102885821834,0.49502899751449875,-0.2440879686562804,6.04,0.2793460719559569
vol_expansion_low,LOW,5,15,0.35,IS,797,2414,0.33015741507870755,0.37766624843161856,0.6338028169014085,-0.25613656846978994,8.478405315614618,0.3356089801044896
vol_expansion_low,LOW,5,20,0.35,IS,797,2414,0.33015741507870755,0.465495608531995,0.7058823529411765,-0.2403867444091815,10.247978436657682,0.37661689614886035
vol_expansion_low,LOW,5,30,0.35,IS,797,2414,0.33015741507870755,0.6072772898368883,0.8065451532725766,-0.19926786343568825,13.818181818181818,0.4552318573582297
vol_expansion_low,LOW,5,45,0.35,IS,797,2414,0.33015741507870755,0.7151819322459222,0.8769676884838442,-0.16178575623792202,17.371929824561402,0.5335605764606964
vol_expansion_low,LOW,5,10,0.15,Validation,289,774,0.3733850129198966,0.8304498269896193,0.9186046511627907,-0.08815482417317133,4.141666666666667,0.2680557425141447
vol_expansion_low,LOW,5,15,0.15,Validation,289,774,0.3733850129198966,0.9134948096885813,0.958656330749354,-0.04516152106077265,4.901515151515151,0.32877766475972964
vol_expansion_low,LOW,5,20,0.15,Validation,289,774,0.3733850129198966,0.9411764705882353,0.9741602067183462,-0.03298373613011096,5.275735294117647,0.36582916313707764
vol_expansion_low,LOW,5,30,0.15,Validation,289,774,0.3733850129198966,0.9688581314878892,0.9883720930232558,-0.019513961535366553,5.857142857142857,0.43761038469320335
vol_expansion_low,LOW,5,45,0.15,Validation,289,774,0.3733850129198966,0.986159169550173,0.9948320413436692,-0.008672871793496184,6.421052631578948,0.5185386041201515
vol_expansion_low,LOW,5,10,0.25,Validation,289,774,0.3733850129198966,0.47750865051903113,0.6782945736434108,-0.2007859231243797,6.246376811594203,0.2680557425141447
vol_expansion_low,LOW,5,15,0.25,Validation,289,774,0.3733850129198966,0.657439446366782,0.7984496124031008,-0.14101016603631877,7.978947368421053,0.32877766475972964
vol_expansion_low,LOW,5,20,0.25,Validation,289,774,0.3733850129198966,0.7301038062283737,0.851421188630491,-0.12131738240211731,8.976303317535544,0.36582916313707764
vol_expansion_low,LOW,5,30,0.25,Validation,289,774,0.3733850129198966,0.8096885813148789,0.917312661498708,-0.10762408018382918,10.675213675213675,0.43761038469320335
vol_expansion_low,LOW,5,45,0.25,Validation,289,774,0.3733850129198966,0.889273356401384,0.9560723514211886,-0.06679899501980457,12.937743190661479,0.5185386041201515
vol_expansion_low,LOW,5,10,0.35,Validation,289,774,0.3733850129198966,0.2422145328719723,0.4573643410852713,-0.215149808213299,7.114285714285714,0.2680557425141447
vol_expansion_low,LOW,5,15,0.35,Validation,289,774,0.3733850129198966,0.3875432525951557,0.5981912144702842,-0.21064796187512852,9.232142857142858,0.32877766475972964
vol_expansion_low,LOW,5,20,0.35,Validation,289,774,0.3733850129198966,0.46366782006920415,0.6576227390180879,-0.19395491894888373,10.611940298507463,0.36582916313707764
vol_expansion_low,LOW,5,30,0.35,Validation,289,774,0.3733850129198966,0.5882352941176471,0.7816537467700259,-0.19341845265237878,13.505882352941176,0.43761038469320335
vol_expansion_low,LOW,5,45,0.35,Validation,289,774,0.3733850129198966,0.7162629757785467,0.8604651162790697,-0.14420214050052305,17.93719806763285,0.5185386041201515
vol_expansion_low,LOW,5,10,0.15,OOS,150,412,0.3640776699029126,0.8533333333333334,0.9296116504854369,-0.07627831715210354,4.1796875,0.2685293156900093
vol_expansion_low,LOW,5,15,0.15,OOS,150,412,0.3640776699029126,0.92,0.9660194174757282,-0.04601941747572813,4.797101449275362,0.3269082507017266
vol_expansion_low,LOW,5,20,0.15,OOS,150,412,0.3640776699029126,0.9533333333333334,0.9830097087378641,-0.02967637540453072,5.230769230769231,0.36739350316460234
vol_expansion_low,LOW,5,30,0.15,OOS,150,412,0.3640776699029126,0.9733333333333334,0.9902912621359223,-0.01695792880258895,5.636986301369863,0.4542646513697675
vol_expansion_low,LOW,5,45,0.15,OOS,150,412,0.3640776699029126,0.9866666666666667,0.9951456310679612,-0.008478964401294475,6.0675675675675675,0.5228556492712968
vol_expansion_low,LOW,5,10,0.25,OOS,150,412,0.3640776699029126,0.44666666666666666,0.6674757281553398,-0.2208090614886732,6.014925373134329,0.2685293156900093
vol_expansion_low,LOW,5,15,0.25,OOS,150,412,0.3640776699029126,0.6133333333333333,0.7815533980582524,-0.16822006472491913,7.728260869565218,0.3269082507017266
vol_expansion_low,LOW,5,20,0.25,OOS,150,412,0.3640776699029126,0.72,0.8519417475728155,-0.13194174757281552,9.203703703703704,0.36739350316460234
vol_expansion_low,LOW,5,30,0.25,OOS,150,412,0.3640776699029126,0.8,0.9029126213592233,-0.1029126213592233,10.75,0.4542646513697675
vol_expansion_low,LOW,5,45,0.25,OOS,150,412,0.3640776699029126,0.86,0.9344660194174758,-0.07446601941747577,12.728682170542635,0.5228556492712968
vol_expansion_low,LOW,5,10,0.35,OOS,150,412,0.3640776699029126,0.2,0.4320388349514563,-0.23203883495145627,6.366666666666666,0.2685293156900093
vol_expansion_low,LOW,5,15,0.35,OOS,150,412,0.3640776699029126,0.36666666666666664,0.5995145631067961,-0.23284789644012943,9.327272727272728,0.3269082507017266
vol_expansion_low,LOW,5,20,0.35,OOS,150,412,0.3640776699029126,0.5,0.6966019417475728,-0.19660194174757284,11.693333333333333,0.36739350316460234
vol_expansion_low,LOW,5,30,0.35,OOS,150,412,0.3640776699029126,0.6466666666666666,0.8106796116504854,-0.1640129449838188,14.68041237113402,0.4542646513697675
vol_expansion_low,LOW,5,45,0.35,OOS,150,412,0.3640776699029126,0.72,0.8616504854368932,-0.14165048543689318,17.037037037037038,0.5228556492712968
vol_expansion_low,LOW,5,10,0.15,ALL,1236,3600,0.3433333333333333,0.8398058252427184,0.9305555555555556,-0.09074973031283717,3.9932562620423893,0.2753934678713486
vol_expansion_low,LOW,5,15,0.15,ALL,1236,3600,0.3433333333333333,0.9231391585760518,0.9675,-0.04436084142394825,4.776511831726555,0.3329557765890769
vol_expansion_low,LOW,5,20,0.15,ALL,1236,3600,0.3433333333333333,0.9546925566343042,0.9819444444444444,-0.027251887810140207,5.196610169491525,0.37297517787374396
vol_expansion_low,LOW,5,30,0.15,ALL,1236,3600,0.3433333333333333,0.9741100323624595,0.99,-0.01588996763754047,5.583056478405315,0.45099424692258083
vol_expansion_low,LOW,5,45,0.15,ALL,1236,3600,0.3433333333333333,0.9862459546925566,0.995,-0.008754045307443392,5.989335520918786,0.5287490157124543
vol_expansion_low,LOW,5,10,0.25,ALL,1236,3600,0.3433333333333333,0.4830097087378641,0.7058333333333333,-0.22282362459546923,5.688442211055277,0.2753934678713486
vol_expansion_low,LOW,5,15,0.25,ALL,1236,3600,0.3433333333333333,0.6456310679611651,0.8147222222222222,-0.16909115426105714,7.459899749373434,0.3329557765890769
vol_expansion_low,LOW,5,20,0.25,ALL,1236,3600,0.3433333333333333,0.7249190938511327,0.8663888888888889,-0.14146979503775614,8.592633928571429,0.37297517787374396
vol_expansion_low,LOW,5,30,0.25,ALL,1236,3600,0.3433333333333333,0.8147249190938511,0.9211111111111111,-0.10638619201725996,10.420059582919563,0.45099424692258083
